Origen,Aeropuerto Origen,Hora Salida,Hora de Llegada,Destino,Aeropuerto / Destino,Tiempo Vuelo,Origen / Vuelta,Aeropuerto / Origen,Hora Salida - V,Hora Llegada - V,Destino / Vuelta,Aeropuerto / Destino - Vuelta,Tiempo Vuelo - V,Aerolinea,Precio_1,Agencia_1,Precio_2,Agencia_2,Precio_3,Agencia_3,Clase
Bogota,El Dorado,13:55,14:51,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,22:19,23:15,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$279.983,Viajes Falabella,$319.569,Kiwi.com,$257.417,Despegar,Basic
Bogota,El Dorado,14:43,15:39,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,22:19,23:15,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$279.983,Viajes Falabella,$319.569,Kiwi.com,$257.417,Despegar,Basic
Bogota,El Dorado,19:05,20:01,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,22:19,23:15,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$279.983,Viajes Falabella,$319.569,Kiwi.com,$257.417,Despegar,Basic
Bogota,El Dorado,15:56,16:55,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,11:14,12:10,Bogota,El Dorado,0h 56m,"Wingo, JetSMART",$346.067,Kiwi.com,$673.773,Kiwi.com,$321.230,eDreams,Go Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:11,15:07,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$319.987,Viajes Falabella,$395.041,Trip.com,$299.067,Despegar,Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,11:51,12:47,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$319.987,Viajes Falabella,$395.041,Trip.com,$299.067,Despegar,Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,11:14,12:10,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$319.987,Viajes Falabella,$395.041,Trip.com,$299.067,Despegar,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:11,15:07,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$319.987,Viajes Falabella,,,$299.067,Despegar,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,11:14,12:10,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$319.987,Viajes Falabella,,,$299.067,Despegar,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,11:51,12:47,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$319.987,Viajes Falabella,,,$299.067,Despegar,Basic
Bogota,El Dorado,8:02,9:01,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,6:00,6:56,Bogota,El Dorado,0h 56m,"Wingo, JetSMART",$266.046,eDreams,$286.658,Kiwi.com,$205.761,KAYAK Mix,"Go Basic, Turista"
Bogota,El Dorado,13:55,14:51,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:55,20:56,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,11:14,12:10,Bogota,El Dorado,0h 56m,JetSMART,$305.942,eDestinos,$318.060,Aviatur,$302.141,Viajes Éxito,Turista
Bogota,El Dorado,12:43,13:42,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,6:00,6:56,Bogota,El Dorado,0h 56m,"Wingo, JetSMART",$266.046,eDreams,$286.658,Kiwi.com,$205.761,KAYAK Mix,"Go Basic, Turista"
Bogota,El Dorado,13:55,14:51,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:55,20:56,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,11:51,12:47,Bogota,El Dorado,0h 56m,JetSMART,$305.942,eDestinos,$318.060,Aviatur,$302.141,Viajes Éxito,Turista
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,22:19,23:15,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$279.983,Viajes Falabella,$319.569,Kiwi.com,$257.417,Despegar,Basic
Bogota,El Dorado,13:55,14:51,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:55,20:56,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,14:11,15:07,Bogota,El Dorado,0h 56m,JetSMART,$305.942,eDestinos,$318.060,Aviatur,$302.141,Viajes Éxito,Turista
Bogota,El Dorado,13:55,14:51,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:30,7:31,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,22:19,23:15,Bogota,El Dorado,0h 56m,JetSMART,$251.720,eDestinos,$263.670,Aviatur,$243.212,Viajes Éxito,Turista
Bogota,El Dorado,14:43,15:39,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,14:43,15:39,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,14:43,15:39,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,14:43,15:39,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:05,20:01,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:05,20:01,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:05,20:01,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:05,20:01,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,22:19,23:15,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$279.983,Viajes Falabella,$319.569,Kiwi.com,$257.417,Despegar,Basic
Bogota,El Dorado,19:55,20:56,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,22:19,23:15,Bogota,El Dorado,0h 56m,JetSMART,$267.239,eDestinos,$276.410,Aviatur,$260.491,Viajes Éxito,Turista
Bogota,El Dorado,7:17,8:16,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,15:56,16:55,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,6:00,6:56,Bogota,El Dorado,0h 56m,"Wingo, JetSMART",$278.036,eDreams,$299.341,Kiwi.com,$217.671,KAYAK Mix,"Go Basic, Turista"
Bogota,El Dorado,7:17,8:16,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:00,6:56,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$321.230,eDreams,$353.016,Trip.com,$319.569,Kiwi.com,Basic
Bogota,El Dorado,7:17,8:16,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,7:17,8:16,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,9:40,10:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,9:40,10:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,9:40,10:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:00,6:56,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$353.016,Trip.com,,,$321.230,eDreams,Basic
Bogota,El Dorado,5:00,6:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:00,6:56,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$279.983,Viajes Falabella,$321.230,eDreams,$257.417,Despegar,Basic
Bogota,El Dorado,6:40,7:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,6:40,7:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,6:40,7:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$279.999,Viajes Falabella,$328.918,eDreams,$257.633,Despegar,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,6:00,6:56,Bogota,El Dorado,0h 56m,"LATAM Airlines, JetSMART",$353.016,Trip.com,,,$321.230,eDreams,Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,9:40,10:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,9:40,10:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,9:40,10:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,9:40,10:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:40,7:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:40,7:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:40,7:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:40,7:41,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
MDE,José María Córdova,9:00,9:55,BOG,El Dorado,0h 55m,EOH,Enrique Olaya,6:00,6:56,MDE,José María Córdova,0h 56m,"SATENA, JetSMART",,,,,$238.191,KAYAK Mix,Turista
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:00,9:01,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,"JetSMART, LATAM Airlines",$357.218,Trip.com,,,$328.918,eDreams,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:33,6:30,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,4:18,5:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,5:03,6:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,21:18,22:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,21:00,22:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,21:00,22:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,21:00,22:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,21:00,22:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
